评论时间,评论者,弹幕内容
2022/4/2 18:58,辣鸡原神,唉
2022/4/2 12:41,M-Binotto,《论茄哥对周六12点发视频的执着》
2022/4/2 12:23,波波然夫斯基,这个做的好赞！好喜欢这个广告哈哈哈哈[doge]
2022/4/2 12:22,我就是小桔子,什么时候安排史上最骚猎魔人，开个新坑呗[脱单doge]
2022/4/2 18:58,辣鸡原神,唉
2022/4/2 12:41,M-Binotto,《论茄哥对周六12点发视频的执着》
2022/4/2 12:31,仏鹭,隔壁某幻崩溃输出C语言的时候，欧德特码头在恰饭
2022/4/2 19:17,什么叫早睡早起啊,捉个小虫吧，3:47远交近攻
2022/4/2 18:32,是阿拉梅梅的好朋友,我到底在期待什么[doge]
2022/4/2 17:51,秦秦秦时,为什么我骑的兵长长这样
2022/4/2 17:46,DDD狄,我看成了：我骑兵长
2022/4/2 17:26,超级猩猩拳,1
2022/4/2 12:45,小灰灰又迷路了,重返帝国真不错，我直接白嫖了69个q币[吃瓜]
2022/4/2 12:01,看见我让我去催更,第一次前排
2022/4/2 18:21,花开富鬼麻麻,[热词系列_好家伙]
2022/4/2 17:42,德玛西亚正义冕卫,[doge]
2022/4/2 19:10,北笙-清寒,看得出来番茄很努力了（）
2022/4/2 18:27,三月不来春花不开,别整没用的，来个一百抽
2022/4/2 17:57,炊云碎碎念,又称——单口漫才
2022/4/2 17:26,10000000242,[doge][doge][doge]
2022/4/2 18:23,日向阳子,柯基猎人牙白一内
2022/4/2 16:39,孤寡的咸鱼桑,提问，最后谁才是副总？
2022/4/2 16:37,切撒雷勃吉亚,蹦床兵过于优秀了[呲牙]
2022/4/2 13:09,一月上旬_,每周六中午12：00老番茄与你不见不散[脱单doge]
2022/4/9 13:30,34950590669_bili,我更想玩老番茄的游戏
2022/4/9 12:11,九九组少歌狂吹头头,救命让我超想玩骑马与砍杀
2022/4/2 19:18,天策上將,开头地图没有台湾和海南?
2022/4/2 18:52,小米丁,我只想说这波恰饭我直接给个666。
2022/4/2 17:18,有趣且开心,在小学的时候，一个姓谢的问我知不知道偶得偷马头，今天我才知道了[锦鲤]
2022/4/2 15:16,日记零食铺,我刚下课！我不是摸鱼的时候看的！我是好孩子！网课我爱你！
2022/4/2 13:08,小黑黑heia,是托码头欸！会说话的托码头欸欸欸欸欸！！！！！
2022/4/2 12:25,小瑒没吃饱,关于我在评论区一刷十个赞这件事[doge]
2022/4/2 12:20,哔哩275683572,老番茄终于把他的厕所宇宙投入使用了吗[热词系列_知识增加]
2022/4/2 19:13,楼林子,所以这是什么游戏
2022/4/2 19:38,我老婆是万由里,帝国时代2：决定版
2022/4/2 19:43,骑龙巷左护法汪汪汪,重返帝国
2022/4/2 17:17,Megan0o,今天的老番茄成为秃码头了吗[doge]
2022/4/2 16:50,卡罗特在天上,新视频好耶[doge]
2022/4/2 12:06,第一偶像奥托主教,阿茄啊，你又星期六整点发视频了，休息一下好不好嘛[藏狐]
2022/4/2 12:01,猫猫杉QAQ,芜湖
2022/4/2 12:01,一箱樟脑丸,刚刚！
2022/4/2 18:52,scr中考必胜,盲猜我球哥在这里
2022/4/2 18:51,我叫空白_,[热词系列_知识增加]
2022/4/2 17:20,熠湫湫湫湫湫,刚上完网课www
2022/4/9 15:03,腐竹,有没有人玩过一款叫“魔导巧壳”的单机战略游戏[捂眼]
2022/4/2 12:26,仿生西瓜,对周六中午十二点的执念[doge]
2022/4/2 12:27,鸥雷蛙,[呲牙]
2022/4/2 12:00,自由无拘,好家伙
2022/4/2 13:41,淮洛洛洛,绝了
2022/4/2 18:59,YZY呵呵哒_,骑兵❌倚兵√
2022/4/2 16:25,ISssssscream,虽然有植入但是好有意思啊！
2022/4/2 15:43,不会起名真捉急,无头骑士和他的马[doge]
2022/4/2 19:18,酷酷滴时候,草
2022/4/2 12:26,whr是五花肉,刚刚起床就看见切切的视频嘿嘿嘿
2022/4/2 18:59,MOKOHUA,懂了，这是万国觉醒的广告
2022/4/2 12:44,大不留C~,要说策略和慢收益[doge]所以我一直爱玩战旗类
2022/4/9 12:27,可恶的地球人z,视频可以看，游戏真别玩
2022/4/2 20:11,玖玖の六,有没有一种可能在电脑端上面咱们就叫他叫帝国时代[doge]
2022/4/2 16:02,秋炸炸炸炸,好耶
2022/4/2 15:39,Rieny333,正在上网课[doge]
2022/4/9 17:21,谢甘远,好神奇，打广告却让我看的津津有味，而且还真的让我对这个游戏起了兴趣[OK][OK]
2022/4/9 16:11,壮士救我呀,我为什么不觉得好玩啊。。。。
2022/4/9 15:09,阿尼亚今天吃瓜了吗,让你回家等消息！[tv_发怒]
2022/4/10 10:12,圭星人,h
2022/4/4 13:13,蒙古老六,所以是某幻骑某幻呢？还是某幻骑某幻呢？[doge]
2022/4/2 20:20,凝风13,嗨
2022/4/3 12:54,jy0823,这个视频的意义在哪？
2022/4/3 12:51,吃个兔兔吗,游戏里的你，再强大，也是假的，所以不要贪玩迷恋[doge][doge][doge]
2022/4/2 20:16,一口吃掉的丸子酱,哇哦
2022/4/2 19:02,划水的老up,下课时间观看[doge][doge]
2022/4/2 17:48,第一个蓝色橘子,1700w，140w的播放。b站这是图啥呢
2022/4/2 17:55,你是不是喜欢吞评,游戏区不都这样吗？还有这是刚发了6个小时的视频…
2022/4/2 17:20,dio之国继承人,番茄对中午十二发视频的执着（）
2022/4/2 15:40,L圆心,大四老咸鱼没课怎么说[傲娇]
2022/4/2 12:12,李所樱得,他(它）为什么一千多万粉[热词系列_好家伙]好历害
2022/4/2 17:43,小王子GHz3000,好恰啊，好恰[滑稽]
2022/4/2 12:38,諆霁,又是在厕所看老番茄更新的一天[doge][doge][doge]
2022/4/2 12:01,QTu-,啊？
2022/4/3 19:33,abcun,换皮页游
2022/4/2 19:06,时崎狂狂,很好，帮你增加下载量去了老🍅[妙啊]
2022/4/2 19:01,番茄西红柿ccc,tomato=番茄
2022/4/2 18:53,新檀黎斗神GENM,来康康
2022/4/2 12:19,费里德霍德尔,辣鸡游戏说送10q币然后告诉我领完了
2022/4/2 12:20,行言论与,上一个送Q币的已经破产了[脱单doge]
2022/4/2 12:37,费里德霍德尔,回复@行言论与:上次腾讯的俄罗斯方块送了6qb，我拿去冲lol首充
2022/4/2 19:35,浪荡之游,高产的茄茄！[保卫萝卜_哇]
2022/4/2 17:52,学习好难我好累,好耶
2022/4/2 15:50,小新摩德腊笔,[小魔头暴露啦_哇]
2022/4/2 15:45,吃完咕噜噜,什么骑兵长？大胆
2022/4/2 12:45,C-Cling,老番茄对周六十二点更新的执着[脱单doge]
2022/4/2 12:01,向XX献出心脏,太好玩了！！！！！！[doge][doge][doge]
2022/4/2 17:21,木某人绝对会无,啧
2022/4/2 16:39,向一微米挑战的山林,赶上!
2022/4/3 19:54,红刺Red_thorn,多少钱啊[脱单doge]
2022/4/2 15:45,夜枭268,谁还记得老番茄当年给率土之滨打广告[doge]
2022/4/2 15:12,庸の猴,现在是网课时间…所以看什么看，回去上课啊！
2022/4/3 19:44,稽の神,祝1700...
2022/4/2 12:44,凌莫哒,吓得我当场去买了个文明[doge]
2022/4/3 19:47,草元素共鸣,石粒二刷
2022/4/3 15:00,米高积臣,我TM也没关注你呀……
2022/4/2 19:17,大五的猫学长没有女票,夸赞从延髓出发，沿着迷走神经穿过颈静脉孔，出颅绕左锁骨下动脉，越主动脉经左肺根，达第六胸椎左前方那个叫心脏的角落汹涌而出：要要好美！空气分子振动通过鼓膜，顺着听小骨，通过内耳毛细胞点燃蜗螺旋神经节内的双极细胞，沿着蜗神经经蜗神经腹核和背核经蜗神经腹核和背核经斜方体并交叉上行，经下丘，内侧膝状体，经听辐射，通过内囊到达颞叶颞横回，让我们听到了要要的声音，夜幕中的光线打到视网膜，经视锥细胞和视杆细胞，双极细胞，来到节细胞，通过视神经，视交叉，视束，外侧膝状体，视辐射止于距状沟周围皮质，绚丽的焰火展现在我们脑内。距状沟周围皮质的神经元将焰火经角回，wernicke区，弓状束，来到broca区，经中央前回，通过皮质脑干束，经内囊膝部下行至脑干，到达面神经核下部和舌下神经核，控制着舌，大声疾呼：🍅实在是太man了！[doge]
2022/4/2 18:44,八年02,你的步兵长什么样
2022/4/2 20:13,予諃,我们愿意提供除下载已外的任何支持[OK]
2022/4/2 19:17,大五的猫学长没有女票,俄语8174522885会议号提前五分钟进入[doge]同学回来上课了
2022/4/2 18:06,在下是饭,六小时前
2022/4/2 16:17,取不起名字㐪,就我一个人看成游骑兵？？？[辣眼睛][辣眼睛]
2022/4/2 13:16,起来该传火了,骑兵是不是什么都能融出来的骑兵[抠鼻][抠鼻][抠鼻][抠鼻]
2022/4/3 23:15,你在里面看到了什么,有🚽族我就玩[doge]
2022/4/2 20:28,白星启,所以为什么不玩红警呢[doge][doge]
2022/4/2 19:36,在下是王,@落魄之后学物理
2022/4/2 16:50,河北保定打工,让马骑马，等等！！！玛奇玛！！！
2022/4/2 13:24,南帝北丐666,越来越无聊…
2022/4/2 19:08,花生位花生酱,主要是这游戏本身就无聊，茄哥已经让游戏看起来很有趣了
2022/4/3 19:44,修改滑稽,为什么叫托马头而不叫偷妈头？[doge]
2022/4/3 20:38,重返帝国手游,偷马头也行[doge]
2022/4/5 21:05,修改滑稽,回复@重返帝国手游:[doge][doge]
2022/4/2 20:06,橘子橘子___,[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哇]
2022/4/2 19:35,浪荡之游,[热词系列_高产]
2022/4/2 17:09,霖橙子吖,0.00583*100=0.583*365=212.795，212.795天[辣眼睛]
2022/4/2 16:41,很6的神棍,一眼看成骑兵长[笑哭]
2022/4/2 12:01,帛狗妹,刚刚！
2022/4/2 13:41,sjjdicifjf,真牛逼均线先走股价后走
2022/4/2 12:01,蕙風词,出息了前排！！！
2022/4/3 20:02,旅行者V舰长,我竟然有点想玩。[原神_哦]
2022/4/3 20:36,重返帝国手游,今晚八点金沙洲等你[脱单doge]
2022/4/3 22:39,旅行者V舰长,回复@重返帝国手游:我说的是那个马桶咸鱼什么的？联合起来大战黄豆骑士那个。[原神_乖巧]游戏吧，还行。会考虑的，最近最近有点缺游戏。
2022/4/3 17:58,老六55,雇佣兵？我还失意者呢[doge][doge]
2022/4/2 15:50,醉晚离歌,1981
2022/4/2 18:07,哈呼戚咕,他哈↑哈↑大笑
2022/4/3 19:35,西椋行坤,这个游戏，根本不是rts，帝国时代玩家落泪[大哭]
2022/4/3 18:00,辉辉哥666,好耶
2022/4/3 18:10,一代人的青春---周杰伦,老番茄，请问下，杀手哪时候更？
2022/4/2 21:08,Escapegame,马骑[doge][doge][doge][doge]
2022/4/2 16:39,张恒Dawn,人马情深
2022/4/2 16:39,张恒Dawn,人马情深
2022/4/3 18:21,JustinQiong,标题成出我骑兵长怎么样[妙啊]
2022/4/3 15:00,光速上号,小半年有刷到了老番茄
2022/4/3 11:55,会玩土豆的纳尔马,好眼熟艹
2022/4/2 21:06,天跃M,听着，所谓帝国[doge]
2022/4/2 20:41,葭汀浣,这个游戏是真的不怎么样。
2022/4/2 19:48,吃小白兔的大白兔,我第一次刷到你是在你1700w粉丝的时候
2022/4/2 12:01,竹本小子亥zz,长什么样？[脸红]
2022/4/3 18:24,原来是紫萝卜熊,芜湖
2022/4/2 19:25,一只二刺园,老番茄马上就要两千万粉了
2022/4/2 21:34,杠花_奏,怎么辣么好笑[doge]
2022/4/2 14:31,出生就单推憨色了,阿嘿嘿嘿...阿嘿嘿嘿...哈哈...啊哈哈哈...好期待啊！
2022/4/3 14:05,面瘫的树枝,看完老番茄视频×434
2022/4/3 11:24,吗了饭吃天今_-_--_,年更up主[doge]
2022/4/3 19:18,yee只小狗,终于更新了
2022/4/3 12:54,阿蹊蹊,如果人类灭亡，那幸存的必然是柯基。-----by伊丽莎白二世[doge]
2022/4/2 12:01,谵台子川,好早啊
2022/4/3 13:26,不是老仁,1000w两周年[打call]
2022/4/2 12:01,一道宏光,我焯
2022/4/3 14:11,不小棉袄,有谁还记得杀手番外[doge]
2022/4/3 13:48,卑微小张背大锅,“人类从历史中得到的唯一教训，就是他们根本不会从历史中得到任何教训。”
2022/4/3 1:38,番茄25,凑个整
2022/4/3 1:32,负一次元,@M木糖M
2022/4/2 13:42,白色彼岸dcx,你真的很爱周六十二点[脱单doge]
2022/4/3 11:40,Theplayers,哦耶
2022/4/2 19:26,好耶-_-_-_,我超？我看成老番茄骑兵长了？？？[捂脸]
2022/4/3 17:14,夜阑z,好耶好耶
2022/4/3 15:16,死亡的次数增加了,哈哈哈
2022/4/3 12:25,昵称是老公,第一次看到这么大的up。。。
2022/4/3 11:59,2.45554E+11,好严重啊这个事情
2022/4/3 19:11,不是合鸟呀,乍一看以为标题是“骑兵长”[笑哭]
2022/4/3 1:39,O5空间转逆特勤队,终于，看到以前的番茄样
2022/4/4 8:09,老老老纸巾,茄王茄王御马前
2022/4/3 17:29,金豪金Flashgod,省流：游戏恰饭
2022/4/3 16:45,月亮亮也,好玩是好玩，就是不太好玩
2022/4/3 12:55,kdyeas,R星目前状况
2022/4/3 11:43,蔷薇之皇帝,卧槽卧槽1700万？
2022/4/3 8:21,三坛海会大神棍,茄哥是不是最近在看银魂呐[嗑瓜子]这浓浓的新吧唧式吐槽以及暴走的银魂bgm[热词系列_有内味了]心疼茄哥的嗓子
2022/4/2 15:26,莫西莫西是涵啊,[热词系列_好家伙]下午放假回来就看到了[狗子]
2022/4/2 15:27,莫西莫西是涵啊,头马头每周六十二点准时更新[doge]
2022/4/4 7:44,hh呵呵哈喝,这钞能力，遍地是天美广告。
2022/4/3 9:08,18岁白给少年,人在网课[doge][doge]
2022/4/7 17:55,恭长诗鱼,@一小瓶绿茶
2022/4/7 21:08,一小瓶绿茶,我肯定看过了[脱单doge]
2022/4/3 17:46,大鱼日天,一人血书等游戏上线[doge]
2022/4/3 20:44,重返帝国手游,托码头男士的游戏咱不知道咱也不敢问，重返帝国手游已经全平台上线啦，欢迎下载体验哟[打call]
2022/4/3 15:17,诚林zl,这是广告？
2022/4/3 12:03,盼星盼月-盼你归,我才是第一
2022/4/3 11:44,小强丿啦,我怀疑王大锤附体老番茄🍅
2022/4/2 19:17,璇学课代表,偷马头和周六的十二点有感情了[脱单doge]
2022/4/4 8:29,重负荷,感谢金主爸爸重返帝国手游，我们将会为您提供除了下载和好评外的一切支持[doge]
2022/4/3 12:00,夏一夜,期待
2022/4/3 1:00,你笑时一晃便是经年,[妙啊][妙啊][妙啊]
2022/4/4 15:56,白给の人,实力四刷
2022/4/3 15:42,悲催的骑士姬,重返帝国，东西方将领混编，就是来搞笑的
2022/4/3 13:06,薛定谔的猫山王,杀手47离职再就业
2022/4/3 13:00,魔王松鼠犬神,@归期敬梦
2022/4/3 1:24,凑六个字,并不好玩不氪金的英雄跟氪金的英雄差太多
2022/4/2 18:34,飞过天空的信封,特别的高大上
2022/4/2 13:01,碳基生物永远不靠谱,我在想要是晚发了一秒会怎样[思考]
2022/4/4 15:53,谢谢已经吐了,老番茄和b战签约是什么情况[疑惑]
2022/4/3 3:02,宁吃了吗plutooooo,[打call]
2022/4/7 10:25,螃蟹不吃皮卡丘,为何如此执着于12点[微笑]
2022/4/4 0:43,却刻乃,关于我共青团青年大学习看到老番茄，并知道了老番茄真名叫张秋实这件事[doge]
2022/4/3 17:49,Jarviswww,又是一个充钱不断，冲小钱不算的屑游戏
2022/4/3 11:36,可爱小莫名,打扰大家一下，这里我跟作者道一个歉，我暗恋的女孩将要在4月6号过生日，请大家回复我一下，准备录个视频，就说“我在(哪个省)，祝这位姓周的女孩，生日快乐”
2022/4/2 21:00,Aloha_lx,太怪了，但是又很合理[妙啊]比方说......让马骑人
2022/4/2 21:02,论长久,虽然但是……雀食[妙啊]
2022/4/2 12:01,希檬是我,第二个赞[doge][doge]
2022/4/3 15:01,惊险的SHE一炮,像极了正荣财富跌下来的股市
2022/4/7 19:10,雪音30岁啦,啧啧
2022/4/2 18:37,杰尼龟龟嘿,高斯觉得副总职位很淦[doge]
2022/4/2 22:21,蕾丝鱼尾,甲方热泪盈眶[大哭]B站这几个大哥中终于找到一个做广告靠谱的了[辣眼睛]
2022/4/4 16:58,AuroraFoxPlayer,@樱谷奈川
2022/4/4 15:56,风息dis,凭实力四刷
2022/4/7 10:30,l-樱岛麻衣-l,更新
2022/4/4 9:37,萨法_加齐兹,这个故事告诉我们，外交很难[笑哭]
2022/4/3 12:04,拉格维林,[热词系列_好耶]
2022/4/7 15:57,河蟹少年,互粉互赞，秒回
2022/4/3 3:06,村花小杨,900人都是夜猫子[doge]
2022/4/2 20:36,与鸦鸦青,第一个人物介绍时候那段像笛子一样的音乐我好想知道😭
2022/4/7 11:50,青蒿素的性质,真不错。
2022/4/4 15:59,孤寡大王,推广？
2022/4/4 12:18,红英雄,重返帝国赛季会重置英雄[惊讶]
2022/4/4 8:42,科学家233233,什么时候发售?[脱单doge]
2022/4/3 20:22,夜行300猫,73区动漫盟提前收人qq群号123021561
2022/4/3 17:46,剑主-落遇,发生什么事啦发生什么事啦发生什么事啦
2022/4/3 17:46,小Q长的有点丑,3秒前
2022/4/3 0:35,电磁炮學,[星星眼]
2022/4/2 15:38,非洲之癫狂绅士,BV1cq4y1b7XD[tv_doge]
2022/4/2 14:24,玄月初贰,刷某幻的调停消停，观感极差还招黑[辣眼睛]
2022/4/3 10:44,天使的练习,配音太厉害了
2022/4/4 17:38,lyswly,嗨嗨哈，真不错，必须三连（[doge]）
2022/4/4 16:45,感谢Ask带小羊上我岛,为什么这么精彩[跪了]
2022/4/4 1:33,蘇仙,好家伙
2022/4/3 10:37,爱列兵的奥地利帝国球,22小时还热乎
2022/4/3 6:58,多来舞蹈,发生什么事了
2022/4/2 22:47,四十四个涩柿子_,嘎嘎嘎嘎嘎我真的会笑。
2022/4/2 12:01,子狐桑,每次都是十二点[妙啊][妙啊]
2022/4/4 11:04,赏月的钻石,马族(不是飙郎野马(Yes
2022/4/3 21:04,那时她真的真的喜欢我,一个赞戒一小时[大会员5周年_装到了]
2022/4/2 22:37,随意喽就这样,[微笑]
2022/4/8 20:48,肥羊Fuy,兵长？什么兵长？？？（
2022/4/4 15:48,谢谢已经吐了,雀巢的后遗症有点大，不过我喜欢
2022/4/2 22:24,星驰电车差时归,LFQ666
2022/4/8 20:48,肥羊Fuy,兵长？什么兵长？？？（
2022/4/4 15:48,谢谢已经吐了,雀巢的后遗症有点大，不过我喜欢
2022/4/2 22:24,星驰电车差时归,LFQ666
2022/4/2 22:21,珑月居士,史上最骚魔法师还会更新吗
2022/4/2 22:40,bili_1644387358,老番茄直播说过应该是不会再更了
2022/4/3 10:18,珑月居士,回复@bili_1644387358:哎，那么好看就没了
2022/4/7 19:14,旦不心,己[热词系列_三连]
2022/4/4 16:32,萌新电石,那那么多事，加个控制台就完了[doge]
2022/4/4 15:46,加载中嗯哼,其真无马耶？其真不知马也
2022/4/4 12:27,赫然不至于哥谭噩梦,太好玩了！！
2022/4/3 23:37,手持银枪身披金甲,23:37来了
2022/4/3 10:25,苏陌程彡,游戏区一哥推荐的游戏想必一定很好玩吧！爱了爱了！（
2022/4/3 3:42,西城安曼,好耶！！
2022/4/2 22:53,-Guga-,就我看成骑兵长么[脱单doge]
2022/4/2 12:01,无名火69,第二个赞
2022/4/2 21:35,ZWD19,就这还换司机？
2022/4/7 8:05,就没一个名字取吗,你好像上过青年大学习第11季第一期！丶
2022/4/4 16:30,迷途的小魔怪,厉害的推广∠(｀ω´*)敬礼
2022/4/3 12:37,斯芬克斯塔,我刷到了什么？1700w？w？再看一遍！wwwww[脸红]
2022/4/3 3:14,阿正的佩大猫,2分钟的BGM是啥啊是法环变奏主题曲吗求！太好听了！
2022/4/7 13:02,hetuiab,1
2022/4/7 8:41,咸鱼菌-极乐鸟,什么时候出番茄头骑士，马骑人，我什么时候玩
2022/4/3 11:53,学习新思想陈凯旋,我开始还以为是钢铁之躯二[哦呼]背景跟衣服武器都一样[妙啊]
2022/4/2 22:40,Angel丶梦璃,[doge]现在开始强推重返帝国了吗，为什么不推文明与征服跟万国觉醒了呢[吃瓜]
2022/4/2 22:38,爱蘭殿,[妙啊]
2022/4/4 17:36,落手石,视频很好，孩子很喜欢，那么，为什么我们不玩文明6呢
2022/4/4 13:09,快乐の智小白,事实证明，好游戏不是很需要恰饭
2022/4/3 21:13,饮汤先啦,我是布洛特亨德尔，你可以叫我重伤倒地
2022/4/3 3:43,西城安曼,终于更新了！！
2022/4/7 19:23,莫羽悠sama,@M木糖M快做！！！
2022/4/4 10:06,来去用飞YYY,哈哈
2022/4/2 14:21,以狗狗之名,重返帝国，玩了就知道，这游戏有多拉[OK]。当然了，画质和部分音效还是可的。槽点相当多，我都不知道怎么喷了，给我整不会了。仅肝了两天，零氪，退游时战力算前百。[辣眼睛]
2022/4/6 22:00,来去用飞YYY,哈哈哈哈
2022/4/2 15:21,杨树迎风飘,所以要去哪里才能玩[脱单doge]
2022/4/2 13:07,哇吧啦吧达,是以前的老番茄！以前的老番茄回来啦！！！！
2022/4/8 11:15,羰基磷,为什么我看到的标题是“骑”兵长？？？[笑哭][笑哭]
2022/4/4 0:30,丿取什么名子乀,片头改了
2022/4/2 16:39,tyyyyugfgiy,这天底下我只佩服两个人一一老番茄和郎中
2022/4/4 13:02,zhsjys,我竟然刷到了三次
2022/4/4 0:28,販賣蠢猪猪,记得最近多沾点番茄酱，解解压哦[doge]
2022/4/2 13:56,一只旅行者--,最近我舍友都沉迷这个游戏了[呲牙]
2022/4/2 12:46,默哀认识你,每周六12点准时与你相见[笑哭][笑哭][笑哭]
2022/4/2 12:00,荧上荧,哦
2022/4/4 0:54,minecraft小鲁班,其实我看到番茄说废土科技（柯基）猎人划分势力古文明高科技我就想到了kenshi和骑砍[doge]
2022/4/3 22:54,翁姑而知呢,哈哈哈
2022/4/3 0:49,KNG言弃,嗯，这个游戏嫖了10个Q币。[doge]
2022/4/2 21:36,冰镇摇滚,为什么ppt可以写这么长的文案
2022/4/6 22:40,平凡vs普通人,我看不懂[笑哭]
2022/4/3 21:17,芷飞飞,哈哈哈
2022/4/2 23:09,弩森基,[doge][锦鲤]
2022/4/4 12:13,LiZiFriday_,同款不理解的剧情是借鉴了国王排名吧[脱单doge]
2022/4/3 22:06,林dio人,非常失望，没有番茄头骑士[傲娇]
2022/4/2 13:26,三里狙风,他们给的太多了
2022/4/4 16:49,宇萌-祈,最近这个游戏的广告好多啊[笑哭][笑哭]
2022/4/4 16:37,百岁木大老人,恰饭茄：没办法，他们给的实在太多了[doge]
2022/4/3 23:52,马亨亨,马骑人？[疑惑]元气骑士里无头骑士和他的马[思考]
2022/4/6 23:01,飞蛇奥卡,我为啥觉得这个游戏真做出来挺轰动的[笑哭][笑哭]甚至有点期待了
2022/4/7 0:49,是我修罗啊,还行吧，挺好玩的
2022/4/7 2:11,飞蛇奥卡,回复@是我修罗啊:同感，不知道哪个游戏开发up愿意接这个单[笑哭][笑哭][笑哭]
2022/4/4 16:02,欧尼士迪,第一次遇到老番茄，这粉丝量也太夸张了吧，就没见过那个官方有这么多的粉丝，惊呆了
2022/4/3 23:02,我在看阿斗,老番茄最近上海疫情比较严重，要小心啊[口罩]
2022/4/7 19:36,风肆毿,发现一个细思极恐的事，他们谈论的时候马骑着人，这个人是潜伏的黄豆兵，番茄要是知道的话[热词系列_知识增加][热词系列_知识增加]
2022/4/6 8:15,施施施子,嗨害嗨🍅来了[脱单doge]
2022/4/5 7:17,洗澡洗到一半外卖到了,有点想玩茄总做的那款游戏呢…
2022/4/4 13:23,雪宝的一天,茄哥像在讲漫才[doge]
2022/4/4 11:41,79菌,？我以为兵长被骑了
2022/4/4 16:02,perp-liu,一开始我还以为老番茄开始炒股了
2022/4/4 13:13,蒙古老六,所以是某幻骑某幻呢？还是某幻骑某幻呢？[doge]
2022/4/3 22:32,翾之歌,666
2022/4/2 17:28,翊寒Aizac,这个游戏如果有巨兽类的兵种就好了，我一定会超喜欢玩
2022/4/4 19:02,一只霂,我没有注意到时长而笑断气和肚子疼到做深呼吸是我最大的错误[辣眼睛]
2022/4/6 9:30,猫菇仔,[doge][doge][doge]
2022/4/4 11:33,哈得100分,[热词系列_知识增加]各位老板互粉啦！有粉必回！
2022/4/5 8:09,星焰太白,措不及防哈哈哈哈，很有创意
2022/4/3 13:50,空宝宝好腰,所以说这个重返帝国就是盗版骑砍呗[doge]
2022/4/6 11:30,茂利sir,和帝国时代几乎一模一样
2022/4/6 2:22,毁灭菌9078,帝国时代
2022/4/6 2:09,唐山花少北,使命必达什么时候更！！！！！
2022/4/6 2:20,黑夜阴暗,现在疫情这么严重，怎么做使命必达？
2022/4/6 2:21,黑夜阴暗,回复@黑夜阴暗:[doge]
2022/4/4 13:14,真的不会的,这个马桶喷水是不是美人计[doge]
2022/4/4 16:16,海藻海带海葵海星,好像十万个冷笑话的风格诶～
2022/4/2 23:43,高三在读版小李,下晚自习来看了
2022/4/5 7:43,特工穿山甲23,好耶
2022/4/2 12:01,lory丶tion,刚刚
2022/4/4 19:23,Despersn,这游戏好像全战
2022/4/5 19:56,时光小幺,？？？
2022/4/6 9:41,哦到处,疑广无据[doge]
2022/4/4 15:38,土豆真是太好吃了,欧德托马头=oldtomato
2022/4/6 0:41,potatonextdoor,说实话如果番茄所描述的这款游戏能上线，我还是蛮喜欢的
2022/4/3 0:24,一个迷路的小麋鹿,所以说这个游戏能马骑人吗？
2022/4/2 12:01,Solandlonesome,[doge]
2022/4/5 7:45,JOJO啊木大,1703万粉?
2022/4/4 16:13,在座的各位都是魔鬼嘛,【渔沟中学-哔哩哔哩】渔沟中学好兄弟们，进来看看吧[跪了]
2022/4/2 14:12,皓月凛然,为什么一说骑兵我首先想到的是马骑马（国服dl玩家
2022/4/4 19:24,搞事情的鸽子酱,[热词系列_好耶]
2022/4/2 22:59,76X死神,恭喜你，从众多养成类游戏中脱颖而出，掌声有请《原神》!!![doge]
2022/4/4 13:24,上海小土匪,我突然好期待游戏
2022/4/2 15:13,Kozuiki,老师都提问你了，还看视频呢？[doge]
2022/4/5 14:43,IamLsper,还不如直接玩PC端帝国[脸红]
2022/4/5 7:54,想静静学习,我居然把这个视频给看完了，给自己一个赞[doge]
2022/4/4 16:09,巳酉江桓,所以说，有人玩过这个游戏吗，这游戏咋样啊
2022/4/5 16:19,咿呀咿翡翠城,[热词系列_知识增加]
2022/4/5 15:08,弗劳格先生,这期过于抽象哈
2022/4/3 23:56,巴雷特-,这个点没睡的应该都没睡吧[doge]
2022/4/9 15:53,董哥大大,这个游戏有三点，请客斩首收下当狗
2022/4/5 22:33,han_zero,以后请叫我牛托马头[tv_doge][tv_doge][tv_doge]
2022/4/3 0:02,口胡Ling,腾讯，别的不用多说了[脱单doge]
2022/4/6 12:24,hibdam,番茄如何评价你老家疫情
2022/4/6 12:03,银夜x,笑出口水[喜极而泣]太喜欢老番茄辣!
2022/4/2 18:33,Dyg-z北六,标题看成我为什么要这样骑兵长[辣眼睛]
2022/4/2 12:01,隹辰肖,来啦——[打call]
2022/4/6 16:28,斋窈-Gloria,注意防疫[委屈][委屈][委屈]
2022/4/6 16:00,清夜_伊芙德蕾亚,哈哈哈
2022/4/3 23:56,假面骑士水兵月,托马头你好，我是破忒头[doge]
2022/4/2 13:42,爱吃花椒的章鱼酱,我擦，这货咋有1700w粉丝。。。[蛆音娘_哭泣]
2022/4/5 8:12,曾经的肥宅,有意思
2022/4/4 0:12,孤独的老Bender,好家伙这图是比特币？
2022/4/7 10:34,魅影魔窟,怎么老番茄也开始拉了[藏狐]
2022/4/5 15:13,DK神奇先生,黑格尔：人类从历史中学到的唯一教训，就是他们根本不会从历史中得到任何教训[doge][doge][doge]
2022/4/4 14:04,结楦,哈哈哈
2022/4/5 19:33,暮离沉烟,他们给的太多了
