评论时间,评论者,弹幕内容
2022/4/2 12:11,Flosssssss,谢谢你番茄，终于更新了听我说👂👂👂谢谢你🙏🙏🙏因为有你👉👉👉温暖了四季🌈🌈🌈谢谢你🙏🙏🙏感谢有你👉👉👉世界更美丽🌏🌏🌏谢谢你🙏🙏🙏因为有你👉👉👉爱常在心底💃💃💃谢谢你🙏🙏🙏感谢有你🙇‍♂🙇‍♂🙇‍♂把幸福传递
2022/4/2 12:11,寄余生半醉,让MM糖做这游戏吧[doge]
2022/4/2 12:10,矞子不是橘子,真正的周更up主卡到了每一分每一秒[doge]
2022/4/2 12:09,八珞洛,果然，你就是对这时间点有执念
2022/4/2 12:11,小小杨爱吃小番茄,某幻：出场费结一下....不对，我咋不知道马桶是我兄弟！？
2022/4/2 12:11,天才芝士栗子喵_liz_,嗯所以你是想告诉我们你有周六十二点发视频的习惯吗老番茄为了做视频真的很努力我三连了嗯怎么不算是对他的一种鼓励呢[脱单doge]
2022/4/2 12:10,阿巴阿巴与十四大盗,省流；[辣眼睛]
2022/4/2 12:10,咕咕吹笛,阅
2022/4/2 12:10,bili_84157802736,老番茄，你回复我一次吧。我真的很喜欢你，你的每一个视频我都举报过。[doge]
2022/4/2 12:10,汉普尼韩博特,欢迎来到每周六中午十二点的与你相约在厕所
2022/4/2 12:08,詩与_,是我疏忽了，晚了八分钟来[委屈]
2022/4/2 12:09,平凡的番茄,我也是up，但做不到老番茄那样
2022/4/2 12:07,怜爱糖,极其有幸[妙啊]前排！
2022/4/2 12:09,绀蝶,省流：番茄和他的马[藏狐]
2022/4/2 12:09,某科学の魔岩崽子,太好玩了！！
2022/4/2 12:08,某不知名的金闪闪,好看好看好看好看[原神_欸嘿]
2022/4/2 12:07,老soma,这期视频要素过多[doge]
2022/4/2 12:07,路边的深海鳗鱼,《论番茄一定要在周六发视频这件事》
2022/4/2 12:07,majish,中午好各位[吃瓜]
2022/4/2 12:06,追着星星的鱼尾,咦？我那么早吗[脸红]
2022/4/2 12:06,KeyKeyKiYoMi,周六中午下饭视频get
2022/4/2 12:06,温柔的和果子,豁哦今天好早哟[保卫萝卜_笔芯]
2022/4/2 12:07,桃浦昕昕子,省流：没看完自己看
2022/4/2 12:07,千糖QT,《12:00》[doge]
2022/4/2 12:07,火花雪球莲,《论周六十二点》
2022/4/2 12:05,沉洋小船,大师秒变CEO，一哥恰饭不用愁[妙啊]
2022/4/2 12:05,文科不好,约好的吧你们几个！！！！[妙啊]
2022/4/2 12:05,我就是小欢O,更新了！
2022/4/2 12:05,苍海莫笑,熟悉的时间，论番茄对这个时间的执着
2022/4/2 12:05,端木义行,接下来播出的节目是：老番茄周六12点访谈
2022/4/2 12:04,wow同学,一来就看到广告的屑[doge][doge]
2022/4/2 12:04,火影策划-山椒鱼,嘿嘿嗨，来了嗷帖子！[打call]
2022/4/2 12:05,我是花少北的狗i,《12:00》
2022/4/2 12:04,udtjfxjt,又是熟悉的时间[妙啊]
2022/4/2 12:04,白武w,隔壁某幻破大防
2022/4/2 12:05,可乐再冰一点,下课早的小孩有洋柿子看[罗小黑_干杯]
2022/4/2 12:03,弎陆寿喜锅,太好笑啦！！！笑掉大牙了！！！
2022/4/2 12:05,可乐再冰一点,下课早的小孩有洋柿子看[罗小黑_干杯]
2022/4/2 12:03,弎陆寿喜锅,太好笑啦！！！笑掉大牙了！！！
2022/4/2 12:03,梦醒拂尘,总感觉番茄视频没以前有意思了（轻喷）
2022/4/2 12:03,秦于澈,论老番茄对周六发视频的执着
2022/4/2 12:04,画技精湛的宋凌凌,论番茄对星期六12点整发视频的执着
2022/4/2 12:03,O-IORI,提示：恰饭，帝国的
2022/4/2 12:02,桃源一梦-上仙,没办法他给的实在是太多了[脱单doge]
2022/4/2 12:01,终末的第一层,省流：恰饭
2022/4/2 12:02,占卜师茶香,[热词系列_好耶][热词系列_热乎]
2022/4/2 12:02,拉斐尔violet,我超你们也买了房吗！！
2022/4/2 12:02,小精00,耶耶耶我好快！
2022/4/2 12:01,又聋又瞎的逊彬彬,来了！！！
2022/4/2 12:01,某幻今天拉屎了没,和某幻商量好的更新是吧[doge]
2022/4/2 12:01,21334092,来了来了！
2022/4/2 12:01,吃电子羊的狼崽,托马头的画画一直很好的[doge]
2022/4/2 14:57,丿胖次菌丶,打工人表示太想放假已经摸了，这时候再来个老番茄的视频，美滋滋[妙啊][妙啊]
2022/4/2 14:58,掠梦从文,我不玩这什么《帝国传奇》，我等你们的游戏。[doge]
2022/4/2 14:25,李大霄-,这个视频里唯一一句真话就是股价大幅跳水[大哭]
2022/4/2 12:38,洛洛2322,茄茄什么时候更新使命必达吖，已经100万点赞了[doge]
2022/4/2 12:37,卍Rex,我看成了，骑【兵长】[辣眼睛]我还想看看骑成什么样
2022/4/2 12:33,药药药也,茄茄越来越下饭了[doge]
2022/4/2 12:21,见端倪,刚开始以为是你瞎编的，没想到故事居然这么完整[doge]
2022/4/2 12:08,暮_拾柒,你失算了，今天调休[跪了]
2022/4/2 12:05,空条光太郎,[doge][doge][doge]
2022/4/2 12:05,bili_667402605,你想不出骚话的样子真狼狈[doge][doge]
2022/4/2 12:03,夜雨浅秋,前排提醒:重返帝国游戏恰饭[doge]
2022/4/2 12:02,Onl12ine,论番茄对星期六12点整发视频的执着[傲娇]
2022/4/2 12:02,紫然孜然,饭点时间
2022/4/2 12:02,感冒药从不感冒,本期视频记住的要点：1.托码头2.嘿嘿嘿嘿嘿嘿[doge]
2022/4/2 12:03,遇晚星--,«关于老番茄对于周六12：00发视频的执着[脱单doge]»
2022/4/2 12:02,柠檬酸奶010,一个影视ceo一个游戏ceo，你们约好了是吧
2022/4/2 12:01,九曜不赖床_,《诸神之战》
2022/4/2 12:01,YSG_顺臣君,好活新整
2022/4/2 12:02,此生只爱人RMB,只有一个人老番茄焯我[给心心]
2022/4/2 12:02,欣子想睡觉,我永远爱切哥的二创！[打call][打call][打call]
2022/4/2 12:01,Adelala,又是那个周六，又是那个十二点……[辣眼睛]
2022/4/2 14:33,蝶与如梦,乘着没人，给老番茄🍅一个三连
2022/4/2 13:24,听说改名会带来欧气,hhh，说实话，老番茄这游戏都比tx那破玩意儿好玩[脱单doge]
2022/4/2 12:59,是有苏呀,怎么感觉一眼没看到老番茄，他就1700万粉了
2022/4/2 13:00,对哦绿,什么？我以为还是1000冒头呢[热词系列_知识增加]
2022/4/2 12:30,憨傻の安晓dir,建议改成：史上最骚的人身马面怪[doge]
2022/4/2 12:30,憨傻の安晓dir,建议改成：史上最骚的人身马面怪[doge]
2022/4/2 12:19,小英院长,老番茄在上海足不出户（我也来自上海浦西），那就多更些视频吧[doge]
2022/4/2 12:10,鸽子不是鸽子丶,@M木糖M摸老师重制一下[doge]
2022/4/2 12:05,退休的小浮,熟悉的12:00
2022/4/2 12:04,鸡汁宅-,众所周知，老番茄的起名都是有现实依据的，比如说刘芒[doge]
2022/4/2 12:04,慕容棲梧,芜湖，热乎的番茄
2022/4/2 12:03,Novarasa,大老板有司机的话应该不需要过科目二的吧[doge]
2022/4/2 12:03,云居住的巷,正好下课[OK]
2022/4/2 12:02,鉖北,切切的粉丝牌怎么变了？
2022/4/2 12:03,鉖北,原来不是茄子吗？
2022/4/2 12:03,小企777,省流：恰饭[OK]
2022/4/2 12:02,拾柒菌,大作耶
2022/4/2 12:02,溯酒呀,好耶，刚看完马哥，切哥的就来了哈哈
2022/4/2 12:38,落枫_看到叫我去学习,没想到吧我午休时间[脱单doge]
2022/4/2 12:39,六月需要我填平,高级的好处就是晚发也出现在这里么，慕了[妙啊]
2022/4/2 12:28,____________了,看完了这个视频，我激动的打开应用商城……......关闭应用商城打开电脑玩起了《红色警戒》[doge][doge][doge]
2022/4/2 12:24,王某则ovo,老番茄今天做到了周六12点准时发视频！！！
2022/4/2 12:16,万能小黑基,上吕布，下典韦，天下无敌[脱单doge][脱单doge][脱单doge]
2022/4/2 12:08,白杨owo,对12点有执念的番茄
2022/4/2 12:08,浮华三千若水,[doge]
2022/4/2 12:03,格局正豪,哟，上网课还摸鱼[脱单doge]
2022/4/2 12:03,废柴肥羊菌,下饭视频又来啦
2022/4/2 12:01,依旧屈原,好烫的番茄
2022/4/2 12:02,真嗣式的忧郁,论老番茄对12点的执着[doge]
2022/4/2 12:01,真嗣没办法_,[热词系列_热乎]
2022/4/2 12:30,无名洞府地三鲜,完了我看成，为什么我骑着兵长长这样[微笑]
2022/4/2 12:23,vic_vic,冥冥之中感受到突破lv6的气息，各位道友切助我一臂之力!
2022/4/2 12:31,FlyingのCat,《为什么我骑兵长这样？》[doge][doge][doge]
2022/4/2 12:10,宇智波莫里亚蒂,主要是妹拎水果，只能回家等消息[doge]
2022/4/2 12:29,_Yorika_,《老番茄带你重返帝国！》[脱单doge]
2022/4/2 20:30,PremierLeagueV,地图里少了海南和台湾
2022/4/2 18:05,林有风233,@阿攘终于更新了
2022/4/2 12:36,一个超级无聊的家伙,对于托马头先生制作的这款游戏，我居然有点心动[捂眼][捂眼]
2022/4/2 12:02,我的小名叫大明咳咳,耶耶耶
2022/4/2 13:26,哀叹之丘的圣星,从什么时候开始的啊，那必然是从BV1Qx411T7Gq西安火星电子游戏工作室开始的啊
2022/4/2 12:25,好吃的大老鼠,比起恰饭游戏我好像更想玩老番茄的[OK]
2022/4/2 12:08,蛙小福fu,真就每周周六十二点啊[妙啊][妙啊]
2022/4/2 12:01,安零子,关于老🍅对周六中午的执着[脱单doge]
2022/4/2 13:09,yyyiin_,啊，怎么不能长这样呢[脱单doge]
2022/4/2 12:45,大盆雪,时至今日，我仍然不知道老番茄7:43的那几个叭叭叭叭叭叭是怎么发出来的
2022/4/2 12:02,KHIYIYOYI,嗨害嗨，来了奥[doge]
2022/4/3 16:38,结舌的小刃,恰点饭不介意，走饭圈很介意
2022/4/2 15:33,那个北笙啊,咋回事啊今天咋都更新了啥日子啊？？？？啊？？？？？
2022/4/2 12:04,请茄茄子吃南瓜,哈哈哈我以为是二创……哈哈
2022/4/2 12:01,天-痕,恰饭[傲娇]
2022/4/2 12:01,某某某某某某某丞,周六十二点
2022/4/2 13:49,Lemon-----Tea,技术指导：比企谷八番（舞会弃子计划）
2022/4/3 13:37,连洪,可以让M木糖M做出来[doge]
2022/4/2 12:47,梓梓溪溪w,《论番茄对周六十二点的执着》[脱单doge]
2022/4/2 16:14,千倾ovo,论老番茄对中午12：00的执着度[doge]
2022/4/2 19:10,一土文竹夭,看标题我以为是，骑兵长[热词系列_知识增加]
2022/4/7 18:25,瓦萨米vasami,看到标题第一眼：为什么我的骑兵长这样[辣眼睛]
2022/4/2 12:35,岭saki花,看成为什么我的兵长长这样[doge]
2022/4/3 19:10,金乌不是乌鸦,有没有一种可能这个游戏不好玩[doge][doge]
2022/4/3 20:41,重返帝国手游,有没有一种可能咱们下载试玩一下，欢迎交流体验[星星眼]
2022/4/3 14:15,没名字的孩子tm真可怜-,呵呵兄弟们虚假宣传的游戏好玩吗？打开软件商店第一个五星好评就是提醒避坑的[辣眼睛]
2022/4/9 0:03,好名字-M-Z-,该更新了[doge]
2022/4/9 0:04,好名字-M-Z-,切切更新
2022/4/9 0:04,好名字-M-Z-,加油更
2022/4/3 19:39,为了找到紫霞仙子,开心的是大家，受伤的是赞助商[脱单doge]
2022/4/3 20:38,重返帝国手游,大家看得开心伐伐就开心哦[脱单doge]
2022/4/2 21:01,可以吃的节操,看开头我还以为对标的是BV1Qx411T7Gq，行吧
2022/4/2 17:15,值钱的腿毛,能看出来老番茄在尝试把游戏显得好玩一点
2022/4/2 12:04,BIGzhuchong,《关于我关注的up都在恰同一款游戏的饭》[doge]
2022/4/2 12:16,不要打小花生,他给的实在是太多啦[脱单doge]
2022/4/2 12:01,_斯巴拉西君_,老番茄去当虚拟主播可以嘛[doge]
2022/4/2 12:02,Dwruaaaaaaa,番茄特别放出周六十二点准时与您相约
2022/4/3 19:25,王-司-徒在逮虾户,其实欧德托马头做的游戏还不错想看续集不知道有没有[doge][doge][doge]
2022/4/3 20:40,重返帝国手游,你不下载他不下载，骑士续集谁来拍[doge]
2022/4/2 12:01,_斯巴拉西君_,老番茄去当虚拟主播可以嘛[doge]
2022/4/2 12:02,Dwruaaaaaaa,番茄特别放出周六十二点准时与您相约
2022/4/3 19:25,王-司-徒在逮虾户,其实欧德托马头做的游戏还不错想看续集不知道有没有[doge][doge][doge]
2022/4/3 20:40,重返帝国手游,你不下载他不下载，骑士续集谁来拍[doge]
2022/4/2 19:07,爱心蜜蜂,虽然我知道老番茄和某幻君是好兄弟，但也不是所有“马”都和某幻君有关系好吗[捂脸]弹幕刷来刷去真的很不礼貌
2022/4/3 3:02,羞涩的丶龙萌,本人小名刘芒，很荣幸能出镜老番茄视频[辣眼睛]这个小名是班级演元旦小品的时候想到的，没想到家里人和同学都很喜欢，，，班主任写祝福寄语也叫我刘芒，于是光荣的成为了小名[笑哭]
2022/4/3 1:54,你这批人是什么水平啊,1700万？我都不知道中国有这么多人
2022/4/3 7:57,髏孄銶攪,[辣眼睛][辣眼睛]
2022/4/3 8:21,东科菇,[辣眼睛][辣眼睛]
2022/4/2 17:05,琳婧JING,[妙啊][妙啊][doge][doge][doge]
2022/4/2 16:50,钟年人丶,为什么我的骑，兵长，这样[热词系列_知识增加]
2022/4/8 21:56,檀香水晶,张秋实你好[滑稽][doge]
2022/4/2 16:36,akm四分之九,我在学校里就猜到了今天中午12点老番茄铁定发视频[doge]
2022/4/2 16:38,akm四分之九,回复@只想摸鱼的小久:我没有~[doge]
2022/4/2 16:36,只想摸鱼的小久,我亲眼看到你给你自己点赞[doge]
2022/4/8 19:06,qz致命空枪,我在上课ing
2022/4/4 12:58,名字叫吉亮吉樱,茄哥什么时候也需要创作推广了
2022/4/2 12:33,无溟小酒,一期视频用了两次银魂原声带[tv_doge]
2022/4/2 21:08,来一杯浮生,3000人一起看老番茄[脱单doge][脱单doge]
2022/4/3 21:08,是头花la,《关于老番茄对周六十二点发视频的痴迷》
2022/4/2 12:11,Flosssssss,谢谢你番茄，终于更新了听我说👂👂👂谢谢你🙏🙏🙏因为有你👉👉👉温暖了四季🌈🌈🌈谢谢你🙏🙏🙏感谢有你👉👉👉世界更美丽🌏🌏🌏谢谢你🙏🙏🙏因为有你👉👉👉爱常在心底💃💃💃谢谢你🙏🙏🙏感谢有你🙇‍♂🙇‍♂🙇‍♂把幸福传递
2022/4/2 21:54,世界需要和谐了,创作推广诶
2022/4/2 12:04,hunZI1,嘿嘿...[喜欢]番茄..我的番茄[喜欢]嘿嘿，骑我好不好[喜欢]
2022/4/2 12:06,录记活生的蛋派黄,重量级[doge]
2022/4/2 12:06,-藤野-,裤子飞来！
2022/4/4 17:12,佷咸的咸鱼,我他喵终于14级了[脱单doge]
2022/4/4 17:51,卡比一觉睡到饱,我发布了一篇笔记，快来看看吧这游戏我下了，玩了两天，感觉上还好，加入联盟后才算真的开始，跟着联盟到处征地，现在还有好多没占领的城，还算有点意思吧，每个联盟人数70，，我见过最多的是1...https://www.bilibili.com/h5/note-app/view?cvid=15977885&amp;pagefrom=comment
2022/4/2 17:32,不存在的你们,鱼为什么会占领大陆啊，反而海里没有
2022/4/2 23:04,普鲁士韵瑟共德,番茄不要啥广告都接啊。。。
2022/4/3 17:59,虚度欧尼酱,做视频不就是为了赚钱嘛!甲方给的实在是太多了
2022/4/3 22:15,普鲁士韵瑟共德,回复@虚度欧尼酱:感觉就像郭德纲给藏秘排油做广告
2022/4/4 13:17,一傻鸟只,虽然但是，xdm，这是腾讯手游[藏狐]
2022/4/2 18:16,笔墨xyz,老番茄最近看银魂了吗，怎么这么多银魂音乐[妙啊]
2022/4/2 16:54,麓犿,第一个游戏要是真的能上市，说不定还有点期待？）
2022/4/2 19:33,安静的帅木头,看到一半的时候，我赶脚这是一条伪装的很好的广告
2022/4/2 18:43,_無名丶,WC，开头我还以为是A股的升降线[辣眼睛]
2022/4/5 14:52,胡行空白页,我好像看到了TiMi，说句难听的，只要是鹅厂开发的游戏到后面会变味的，虽然手机上能玩rts是不错，但鹅厂根本做不到平衡！隔壁（全球行动）就是个例子，只要有软妹币就能加强兵种。一想到玩个半年一年的结果变臭了还浪费我时间，我还不如PC端玩帝国时代
2022/4/2 12:01,阿庞与角角,芜湖～
2022/4/2 17:56,风暴降生咕咕鸭,[Cat2_Watching!][Cat2_Watching!]
2022/4/2 12:36,马心钰,可恶12:00的时候我还在学校里受折磨。有人居然已经看上新视频了[小电视_哭泣]
2022/4/2 22:54,末然自道,我感觉，老番茄说的游戏比重返帝国好很多。[滑稽]
2022/4/5 1:51,血泪奔,老番茄老师我还想看看杀手系列的番外篇
2022/4/3 20:48,屿音ISSO,您的动画制作怕不是和某幻学的叭[doge][doge][doge]
2022/4/4 13:10,陈谋sa,原来是广告，我还在想为什么会有创业推广的tag
2022/4/2 12:04,亦假亦臻,新粉，老番茄周六12：00发视频的习惯嘛[doge]
2022/4/2 12:08,苗苗什么都不知道,现在福利这么好了嘛，直接给六级+十八级牌[妙啊]
2022/4/2 12:17,麻汁拌凉皮,这波和粉丝牌配合的不是很好[妙啊]
2022/4/2 12:01,Lee青洋,什么时候去参加下一个是谁第三季？[doge]
2022/4/5 17:43,铁骨铮铮苏格兰,如果对这种策略类游戏感兴趣啊，我觉得可以试试下面这些：骑砍三国志全战p社
2022/4/5 20:29,序列12,可以看出番茄很努力让这个游戏看起来好玩【Cat2_Chaos】
2022/4/2 23:51,不似镜花水月,看来特马头已经尽力让这个游戏看起来好玩一点了[笑哭]
2022/4/5 11:28,老杉你可太难了,老番茄可以玩Undertale吗？（UT党顶我上去)
2022/4/5 11:28,罕见official,😃
2022/4/5 16:48,ZERO零Alice,都什么年代了UT还有（）
2022/4/2 12:01,玫瑰生生不息,[热词系列_知识增加]
2022/4/2 12:02,鱼髓天元,好不容易前排一次，那就老番茄我喜欢你吧
2022/4/2 12:02,我最喜欢的还是猫,关于每周六12点的番茄准时更新这件事儿[doge]
2022/4/5 14:28,社区最后的希望,这玩意我刷到4次了
2022/4/7 15:45,-HEZ-,四百万播放三千评论，原因可想而知
2022/4/2 12:01,竜伝,哦，早期开发者[妙啊]
2022/4/2 18:32,豆花猫,这应该是这个游戏目前在B站最好的广告了吧。。。。
2022/4/2 12:41,昵称需付费后查看,今天上网课，B站给我推送了番茄发新视频的消息，但我正在上课。看着屏幕里和蔼的语文老师，我不禁流下了动感的泪水。然后长按哔哩哔哩的图标———把它卸载掉了。兄弟们，你说我做的对吗[doge]
2022/4/2 12:49,秋叶碧,看清楚，你卸的可能是腾讯会议[doge]
2022/4/2 12:50,yz_殇鸢,回复@秋叶碧:也可能是钉钉[妙啊]
2022/4/2 12:51,-来啦来啦-,什么叫动感的泪水[doge]
2022/4/2 12:00,紗糖橘,咦
2022/4/3 22:51,无良大少ヾ,在别的软件我们花钱充会员就为了跳过广告，在小破站，我们却在广告的评论区里抢前排
2022/4/10 12:21,偸思明,对不起，看成了骑兵长焯
2022/4/2 12:09,ZCJLHW,来了嗷老铁们是同一个撤硕也是同一个星期六12:00！！！
2022/4/2 13:26,北北想活着,打开视频，一群弹幕催我去上课。心情裂开，我是乖乖孩砸！！！！[大哭]
2022/4/2 12:24,xh普简,《狗马鱼》
2022/4/2 12:05,简单の鬼差,省流恰饭
2022/4/2 12:06,人間苏神,袜
2022/4/2 12:02,Stonewall丶,只见人骑马，不见马骑人。
2022/4/2 12:23,海苔yyp,呕吼
2022/4/2 12:06,名侦探阿程,这游戏的领q币活动是不是已经没了？
2022/4/2 12:03,带清王爷割林檎,省流:恰帝国时代的饭
2022/4/2 14:52,大太阳第一天大后天,上网课了，网课党们，别看了[给心心][给心心]
2022/4/2 12:07,普普通通观众朋友,世界上有五种辣微辣中辣麻辣超辣还有一种你知道是什么吗是老番茄又周六中午十二点发视频辣
2022/4/3 1:00,嘉然今天吃什嘛,有一点点无聊
2022/4/2 12:37,#NAME?,请问一下阿根廷人多少钱？[呲牙]
2022/4/2 12:04,Geikwen,老番茄[思考]
2022/4/3 21:59,山鹰蛋蛋,好无聊
2022/4/2 13:03,白给WJ,@风吹要干扰
2022/4/2 12:34,水如海,焯看成“我骑兵长”了
2022/4/2 12:35,把闰土家给偷了的猹,焯俺也一样[热词系列_知识增加]
2022/4/2 14:56,在下煈魒,[doge]
2022/4/2 13:52,小杜很不理解,关于我网课上偷偷看B站被弹幕提醒这档事
2022/4/2 12:56,Regunm001,有马骑马这游戏肯定爆红[脱单doge]
2022/4/2 12:02,公认一咸鱼-,好耶！在家网课的苦逼学生终于有洋柿子吃辣！[doge][脱单doge][脱单doge]（不是
2022/4/2 12:44,自信的LOSER,骚话…骚话……骚话在哪里啊
2022/4/2 17:30,希薇蜜娜,第一眼看标题看成：兵长[doge]
2022/4/2 14:59,寐烎,我们下午没课欧耶
2022/4/2 13:57,守护最好的loser小姐,老番茄还是牛逼啊
2022/4/3 22:45,战地西瓜,境源己造，相由心生
2022/4/2 16:24,将错就醋,为什么，我，骑兵长，这样（不好吧）
2022/4/2 16:27,不爱吃海鲜的闽南人,骑，兵长[doge][doge]
2022/4/2 15:29,屑ilil,彦祖啊好好上网课吧[doge]
2022/4/2 16:24,将错就醋,为什么，我，骑兵长，这样（不好吧）
2022/4/2 16:27,不爱吃海鲜的闽南人,骑，兵长[doge][doge]
2022/4/2 15:29,屑ilil,彦祖啊好好上网课吧[doge]
2022/4/2 15:05,太白邀我饮酒,看成骑兵长。。。
2022/4/2 15:26,谁有修改器啊,🐥[doge]
2022/4/2 12:50,安分守己五好少年张三,老番茄是他自己，某幻是马，中国boy是那个秃头。花少北？[doge]
2022/4/2 12:44,_火焰_,这马桶竟给了我一丝压迫感
2022/4/3 1:33,乃琳今天吃乐乐,呃呃-÷
2022/4/9 14:25,俺叫猛男,tx的广告啊算了
2022/4/2 17:33,空尘灵梦,谁能告诉我老番茄移动图片的软件是什么吗？谢谢[保佑]
2022/4/2 17:16,毕导导丁HU,大家好，我叫王巴旦
2022/4/2 15:12,佶北丶,他给的实在是太多了[doge]
2022/4/2 15:06,摆烂物理课代表,各位上课都摸鱼吗[doge]
2022/4/2 17:30,班梦,侦探呢[tv_doge]
2022/4/2 15:29,墨华风,刚线上考完试[妙啊]
2022/4/2 14:45,阿踏马普莱斯,铁根是你吗，你果然干啥都牛逼
2022/4/2 17:18,只值6个币的屑昵称,马骑马小姐[大哭]
2022/4/2 12:01,画技精湛的宋凌凌,第一次这么前：大家不要评论等我去搜几句骚话再来
2022/4/2 16:10,君丛心,马骑人？我好像在国外的视频中看到过
2022/4/2 14:40,凯尔沃克_,这应该叫，倚兵[doge]
2022/4/2 13:29,o阿鹤o,综艺都没你准时
2022/4/2 12:42,伊凌Neko,每周六十二点的更新
2022/4/2 15:15,XiLo_yCv,他是怎么把广告打得这么有趣的
2022/4/2 15:24,谁有修改器啊,甲方：wdnmd
2022/4/2 17:32,洛煜笙,让我看看，谁不上课在这的[doge]
2022/4/2 17:18,昵称取到绝望,企鹅给Q币，十级人跑光，不要氪金哦，你的盟友都是来挣Q币的[doge][doge]
2022/4/2 14:18,wayne芙,终于来了！！！两点热热还能食用
2022/4/2 16:58,九嶼,逐渐雀巢化[doge]
2022/4/2 16:25,XAKU_PRIME,这游戏是个换皮游戏[思考]
2022/4/2 16:18,价值114514元的好名字,好耶
2022/4/2 15:30,幾乸龘酆齾,太好玩了！！
2022/4/2 12:39,海月久久,我上热评[doge]
2022/4/2 12:28,我的骚你不配懂,《老番茄对于中午十二点的执念》
2022/4/2 12:28,天天水煮菜,拖码头的骑兵是我想的那个骑兵吗？[doge][doge][doge]
2022/4/2 17:38,bd737309,我觉得🍅的游戏更好玩怎么办[思考]
2022/4/2 16:05,129皮卡丘呀,[热词系列_好耶]
2022/4/2 16:33,以伏特加之名,老番茄怎么开创作推广拉
2022/4/2 14:25,鸡汤A啊,逃课集合
2022/4/2 15:34,无人认领gg,茄哥隔壁有个叫龍晨的盗你头像不要感谢我我叫雷锋[doge]
2022/4/8 21:32,藤滕腾騰,老番茄看到雇佣者，，已经气晕在厕所[doge][doge][doge]
2022/4/2 17:27,晴天过后run,好耶！！！[脱单doge][脱单doge]
2022/4/2 18:31,清除-001,[tv_冷漠]
2022/4/2 16:07,社会像个疯人院,不是10QB我可不下载
2022/4/2 17:55,不当人の阿彤,oldtomato--欧德托马头
2022/4/2 16:18,狂奔仔,我做了一个小动画，主角也叫刘盲！
2022/4/2 15:03,无辜的熊熊,首充6元送骑人马桶骑士与骑鱼马桶骑士
2022/4/2 12:07,武藤一对A,哎嘿嘿，哎嘿嘿，哎嘿嘿，嘿咻咻，这老番茄就是喜欢周六更新[藏狐]
2022/4/2 12:05,槽槽哒,为了让我们好好学习，他稳定的在周末发了视频
2022/4/2 18:16,永恒尼奥,老番茄，六级号答题了不[脱单doge]
2022/4/2 17:45,子虚氵,有没有一种可能，这游戏还不如97年的帝国时代[思考]
2022/4/2 12:10,-我修院-,嗨嗨嗨，到了饭点别犯愁，茄哥专门这个点来帮你助消化。[脱单doge][脱单doge]
2022/4/2 18:22,修改昵称不需6个硬币,吕布号称骑战无敌，典韦号称步战无敌——吕布骑着典韦那不就天下无敌了吗？[doge]
2022/4/3 12:49,張tv,回家等消息
2022/4/2 17:10,吉兰一,钉钉:邀请您进入视频会议👴:（关闭）你懂个屁
2022/4/2 18:00,MC一矿工君,路人and粉😏
2022/4/2 14:59,画风道-佩恩,第一节te，没办法，3ts功能不好，一个一个搜太麻烦
2022/4/2 15:34,阿向丶,虽然我今天没有网课，但我依旧没有赶上第一班车[捂脸]
2022/4/2 18:03,爱吃小熊软糖的爆米花,这个洋柿子味儿有点儿冲啊~[doge]
2022/4/2 12:01,LDHMTIS,刚刚，好耶！
2022/4/2 20:26,月下の雲樱,哈哈哈哈哈哈
2022/4/9 9:07,Er青鸟,求人物介绍的bgm啊，识别不出来
2022/4/2 19:23,直言47,视频是借鉴了骑砍吗？
2022/4/2 16:02,小硕超爱语文啦,刚放学就看见了托码头的视频，话说宁对十二点是不是情有独钟呢？
2022/4/2 19:51,Daaaaydream,这游戏真的好玩吗
2022/4/2 15:38,析木的废材人生,电脑课来looklook
2022/4/2 16:36,zsc无终,吃饭吃到一半看见更新就来了[tv_doge]
2022/4/2 15:57,C929星球的Sherry,看什么看，上网课去[doge]
2022/4/2 18:53,2巴2巴2巴,？？？这是什么粉丝量
2022/4/2 21:04,夜空中的星星眨眼睛,老up，慢慢积累起来的。想了解的话可以去翻他的主页，按播放量顺序
2022/4/2 17:09,落雨遗忘,亲特码头一口会不会变成红码[脱单doge]
2022/4/2 13:07,一个big的名字,[脱单doge][脱单doge][脱单doge]
2022/4/2 15:02,LemonGinger,我想起了当年看的《游戏制作公司》怀念那个时候，老番茄还要去高考，失踪了一段时间
2022/4/2 15:31,Z家的猪猪,关于托马头对十二点整发视频的执念
2022/4/2 15:38,肆十二绵,网课划水过来的吱一声[doge][doge][脱单doge]
2022/4/2 18:49,闭沵们旳敷衍,[doge]
2022/4/2 18:49,哦哦哦哦哦哦哦是我,切哥！！
2022/4/2 16:43,神奇的神经病患者,太好玩了！！
2022/4/2 15:28,OtoriLR,发生什么事了发生什么事了发生什么事了发生什么事了[大笑]
2022/4/2 19:06,小小葵G,别看了！该上晚自习了！[生气]
2022/4/2 18:47,小橘子啊小橘子,不懂就问：写不出来论文又想顺利毕业怎么办？
2022/4/2 17:35,K弑,两个人都更新了，梦想成真要来了[OK]
2022/4/3 11:33,向左边转,@贴心小安德什么大up
2022/4/3 11:33,贴心小安德,昨天收过了哦
2022/4/2 20:34,悬空呆毛,马骑马，黑魔导骑兵是吧[哦呼]
2022/4/2 19:33,罗德岛7星干员歼20,马桶水，干净又卫生奥兄弟们[doge]
